,id,units,ln_itm_qty,ln_itm_val,pk_price,unit_price,line_itm_ins,ln_itm_weight,ln_itm_freight_cost
5131,56919,60,14,300.08,21.43,0.36,0.31,1.269123737460415,11.460719277421061
5132,56927,100,2100,168000.0,80.0,0.8,362.21,44818.83857473212,389670.2728350079
5133,56932,100,30,3347.4,111.58,1.12,4.14,45.5,913.4599999999999
5134,56940,30,16716,76893.6,4.6,0.15,95.12,1605.2225447155859,11419.711547627476
5135,56950,240,33476,70969.12,2.12,0.01,153.01,12234.111330913844,75141.6941844143
5136,56957,60,564,6457.8,11.45,0.19,7.99,78.52920785075636,1664.692674635289
5137,56962,20,7400,236800.0,32.0,1.6,390.72,2694.9844636075595,152164.38501703946
5138,56996,100,2450,176400.0,72.0,0.72,380.32,52288.64500385414,454615.31830750924
5139,57016,100,400,1800.0,4.5,0.04,2.23,38.1338744737346,1440.272654020314
5140,57055,100,10798,961022.0,89.0,0.89,1188.78,230454.1994904559,2003647.4314630548
5141,57087,30,3115,62300.0,20.0,0.67,64.04,415.5422779596803,3850.5077579445624
5142,57117,60,25000,210500.0,8.42,0.14,347.32,2266.2923883221697,20465.570138251896
5143,57173,100,3500,245000.0,70.0,0.7,528.22,24945.791369529918,34451.7820497227
5144,57218,60,15204,130906.44,8.61,0.14,256.58,1378.2683788820107,12446.341135279274
5145,57257,60,122743,303175.21,2.47,0.04,653.65,7368.75241511707,3291840.6670042607
5146,57266,20,15000,480000.0,32.0,1.6,672.96,5462.806345150459,308441.3209804854
5147,57308,30,251,4996.06,19.9,0.66,6.18,19.882984103219126,2322.9195491047612
5148,57339,30,105813,454995.9,4.3,0.14,750.74,8601.534352091512,268919.9708461753
5149,57344,240,45,1102.97,24.51,0.1,1.13,14.913003787064635,164.31289527550416
5150,57346,100,20,2231.6,111.58,1.12,3.68,30.333333333333332,608.9733333333332
5151,57377,60,24,329.7,13.74,0.23,0.34,2.289843186639401,22.761201194755344
5152,57379,60,22008,189488.88,8.61,0.14,371.4,1995.0625152877722,18016.250704105907
5153,57392,60,40860,95612.4,2.34,0.04,134.05,3898.45802525358,38750.94503407097
5154,57394,1,220,1430.0,6.5,6.5,2.0,114.4604172353896,28721.69345283339
5155,57447,60,4980,40338.0,8.1,0.13,49.9,633.157640970574,4334.292216827613
5156,57449,120,4400,267608.0,60.82,0.51,275.1,4042.882211474321,26458.930005430626
5157,57493,60,2000,19000.0,9.5,0.16,40.96,451.960369255795,2078.1482596147052
5158,57513,20,500,16000.0,32.0,1.6,34.5,182.0935448383486,10281.377366016179
5159,57537,30,203,3395.39,16.73,0.56,4.2,16.50186152433611,515.9172699174353
5160,57538,30,55000,131450.0,2.39,0.08,283.41,3253.0835950816827,87111.57995171248
5161,57540,30,75,825.0,11.0,0.37,1.02,6.455533503037686,183.73950075859605
5162,57541,270,461,47723.35,103.52,0.38,78.74,237.8970838673555,15089.223763261136
5163,57582,60,6437,52139.7,8.1,0.13,61.37,818.4007499854588,5602.3773091805915
5164,57590,30,40000,184000.0,4.6,0.15,227.61,3841.1642611045368,27326.421506646268
5165,57596,30,97300,1371930.0,14.1,0.47,2263.68,13033.239189923504,47829.090379869864
5166,57637,30,1700,40800.0,24.0,0.8,87.96,579.4331686690252,7369.598717386071
5167,57661,100,33,396.0,12.0,0.12,0.65,25.996,12368.092816199998
5168,57701,100,694,61766.0,89.0,0.89,63.5,14811.559033744805,128776.74730833118
5169,57727,100,8,560.0,70.0,0.7,1.1,57.01895170178267,78.74693039936618
5170,57733,60,336,836.64,2.49,0.04,1.03,22.78563839492583,423.6627401407851
5171,57738,30,44407,495138.05,11.15,0.37,612.49,5948.273922990063,21828.84292393506
5172,57747,30,2891,3613.75,1.25,0.04,5.07,181.31139615132827,4124.0576846885615
5173,57754,60,45,3104.58,68.99,1.15,3.19,6.2656282859646035,132.82122404004966
5174,57779,60,60000,486000.0,8.1,0.13,499.61,7628.4053128984815,52220.38815454955
5175,57780,60,1676,90017.96,53.71,0.9,176.44,269.80302325381996,1009.8497983554992
5176,57812,30,1144,11440.0,10.0,0.33,13.46,153.23767351770286,562.3481952165582
5177,57819,30,12700,44450.0,3.5,0.12,45.69,1032.3824697491063,32276.597674637575
5178,57826,30,8000,28000.0,3.5,0.12,32.96,650.3196659836891,20331.715070637845
5179,57849,30,4950,118800.0,24.0,0.8,232.85,1687.173049948044,21458.537441800618
5180,57852,60,88,6697.54,76.11,1.27,8.28,12.252784203664113,259.7392825672082
5181,57862,90,46,1085.01,23.59,0.26,1.12,6.042709975842754,389.4164594058637
5182,57866,30,1946,29190.0,15.0,0.5,36.11,148.63830902841684,4749.420705972217
5183,57876,60,8146,79058.92,9.71,0.16,154.96,489.0369077955049,218467.31848998892
5184,57886,60,72,5479.8,76.11,1.27,6.78,10.025005257543365,212.51395846407942
5185,57902,60,386,3667.0,9.5,0.16,7.19,87.22835126636843,401.08261410563813
5186,57905,30,6,85.31,14.22,0.47,0.09,0.4752904566506564,55.5279573491178
5187,57909,30,3,46.79,15.6,0.52,0.05,0.24386987474388339,7.6243931514891905
5188,57928,100,2100,151200.0,72.0,0.72,325.99,44818.83857473212,389670.2728350079
5189,57959,100,7000,560000.0,80.0,0.8,659.12,149396.1285824404,1298900.9094500265
5190,57977,240,675,4610.25,6.83,0.03,5.7,248.39556877510415,6283.608452119205
5191,57997,100,610,48800.0,80.0,0.8,60.37,13018.805490755522,113189.93639493088
5192,58025,60,204,61512.12,301.53,5.03,132.62,16.24928774928775,886.055938875939
5193,58039,60,1123,4660.45,4.15,0.07,6.53,68.36626244801344,516.6626908167281
5194,58064,120,1435,117957.0,82.2,0.68,194.63,1318.5309030603753,8629.219217680216
5195,58111,240,10702,22688.24,2.12,0.01,48.92,4033.0547624150577,17744.584234225393
5196,58134,100,3050,271450.0,89.0,0.89,335.78,65094.027453777606,565949.6819746544
5197,58173,30,47,568.37,12.09,0.4,0.58,3.8206280376541732,119.44882603999733
5198,58192,60,172428,494868.36,2.87,0.05,1066.94,16451.378374410775,163527.84998371976
5199,58197,100,2949,262461.0,89.0,0.89,324.66,62938.45474137382,547208.3974240182
5200,58202,30,21384,217047.6,10.15,0.34,223.12,2864.365743446292,10511.58549520182
5201,58211,100,3500,245000.0,70.0,0.7,528.22,24945.791369529918,34451.7820497227
5202,58252,100,326,2608.0,8.0,0.08,3.66,256.8089696969697,122181.76539639999
5203,58264,30,2520,20790.0,8.25,0.28,40.75,1177.5456306910064,6797.326937666622
5204,58277,30,1456,34944.0,24.0,0.8,75.34,496.2674668130004,6311.844548537717
5205,58305,20,383,12256.0,32.0,1.6,15.16,139.48365534617503,7875.535062368393
5206,58309,30,539,14876.4,27.6,0.92,15.29,58.7023668287645,919.0061742185768
5207,58311,300,520,16026.4,30.82,0.1,19.82,691.8900696057503,10998.840682580818
5208,58372,30,7000,8750.0,1.25,0.04,10.82,439.01064443420887,9985.611827333078
5209,58393,25,100,2000.0,20.0,0.8,3.3,91.52785274666122,997.9526753062779
5210,58398,25,8000,160000.0,20.0,0.8,264.0,7322.228219732899,79836.21402450223
5211,58425,240,1,19.97,19.97,0.08,0.04,0.39113579893394773,0.8497005109512686
5212,58426,100,4000,320000.0,80.0,0.8,376.64,85369.21633282308,742229.0911143008
5213,58440,30,3,8.99,3.0,0.1,0.01,0.17744092336809178,4.751540724638862
5214,58450,60,6,394.51,65.75,1.1,0.41,0.6180887833098496,13.797625423692013
5215,58482,60,7,211.71,30.24,0.5,0.26,0.6565686675117857,4.992622531750021
5216,58484,30,37470,417790.5,11.15,0.37,516.81,5019.06960376602,18418.869645773113
5217,58485,84,15,161.34,10.76,0.13,0.35,4.36937686454439,35.01761250204549
5218,58491,1000,580,19198.0,33.1,0.03,22.6,11049.282628603652,109322.25270579966
5219,58494,30,1455,32737.5,22.5,0.75,40.5,194.09759692819736,1798.5517777879095
5220,58504,30,5,71.09,14.22,0.47,0.07,0.3960753805422137,46.2732977909315
5221,58508,30,16354,89947.0,5.5,0.18,148.41,7641.897319174888,44112.49394388886
5222,58555,60,16645,39115.75,2.35,0.04,64.54,999.2658151554356,446401.7329076682
5223,58556,30,70942,321367.26,4.53,0.15,692.87,5766.872218026859,180296.56631764874
5224,58642,20,58,1856.0,32.0,1.6,3.06,21.122851201248437,1192.6397744578767
5225,58652,100,33,3223.44,97.68,0.98,5.32,235.20317576985352,324.8310878973855
5226,58677,20,7,224.0,32.0,1.6,0.23,2.5493096277368803,143.9392831242265
5227,58713,120,4,110.05,27.51,0.23,0.11,1.0407752029705677,11.129704450156277
5228,58716,120,173,11521.8,66.6,0.55,16.15,28.823074153746976,717.9535630529357
5229,58731,30,94,311.73,3.32,0.11,0.39,5.559815598866876,148.8816093720177
5230,58744,30,17760,168720.0,9.5,0.32,198.58,2378.9345119531495,8730.160792872444
5231,58754,100,395,35155.0,89.0,0.89,49.29,8430.21011286628,73295.1227475372
5232,58761,90,190,4438.36,23.36,0.26,4.56,24.95901946543746,1608.4592888503066
5233,58774,60,13444,34954.4,2.6,0.04,57.67,1282.693825049171,12750.06620259545
5234,58800,30,6,100.91,16.82,0.56,0.12,0.4624663969832391,28.745813474018696
5235,58801,60,3136,94080.0,30.0,0.5,202.84,492.08114514135696,4399.138674999167
5236,58806,30,1440,27430.13,19.05,0.64,53.76,117.05753987706403,3659.708712714812
5237,58808,30,435,974.4,2.24,0.07,1.37,25.72893388837331,688.973405072635
5238,58850,60,123,867.36,7.05,0.12,0.89,7.384181151343862,3298.7331419431175
5239,58852,60,30,1237.01,41.23,0.69,2.67,6.648808258014762,123.44117522629216
5240,58918,60,3000,19702.5,6.57,0.11,38.62,392.5442851792343,134088.76917324547
5241,58947,30,42032,194187.84,4.62,0.15,199.63,4036.295405568647,28714.603719183895
5242,58958,300,68,2095.76,30.82,0.1,2.94,90.47793217921351,1438.309935414415
5243,59017,30,34,765.0,22.5,0.75,1.26,11.465151167897412,263.95142266889303
5244,59043,20,15,480.0,32.0,1.6,0.49,5.462806345150458,308.4413209804854
5245,59046,240,45000,95400.0,2.12,0.01,205.68,16445.662859694196,101008.96876265512
5246,59047,30,92500,971250.0,10.5,0.35,998.44,12390.283916422653,45469.58746287731
5247,59074,30,73,1319.03,18.07,0.6,1.36,34.111440889064866,196.9066930355807
5248,59080,60,39132,88047.0,2.25,0.04,90.51,3733.589315815543,37112.138548048584
5249,59151,60,131138,323910.86,2.47,0.04,698.35,7872.737787194564,3516985.908684037
5250,59153,120,3470,285234.0,82.2,0.68,614.96,3188.363925867249,20866.47434519188
5251,59157,20,2900,92800.0,32.0,1.6,114.79,1056.142560062422,59631.988722893846
5252,59189,60,7063,16244.9,2.3,0.04,20.09,673.8817678014203,6698.4318349398745
5253,59244,30,400,500.0,1.25,0.04,0.51,25.08632253909765,570.6063901333188
5254,59258,100,6523,580547.0,89.0,0.89,683.3,139215.84953475124,1210390.090334646
5255,59267,60,33405,228824.25,6.85,0.11,283.06,3028.219889276083,27346.094818732185
5256,59314,30,6,66.1,11.02,0.37,0.07,0.4624663969832391,28.745813474018696
5257,59334,60,2098,15588.14,7.43,0.12,33.61,118.04586452930083,8563.782290738189
5258,59404,20,675,21600.0,32.0,1.6,26.72,245.82628553177062,13879.859444121843
5259,59429,100,8787,702960.0,80.0,0.8,722.64,187534.82597912912,1630491.7559053404
5260,59442,60,35820,256113.0,7.15,0.12,359.07,3247.1437339880044,29323.068894087315
5261,59448,30,10700,37985.0,3.55,0.12,39.05,4999.896130314987,28861.66596548923
5262,59466,60,35,1874.71,53.56,0.89,1.93,4.873266444639135,103.30539647559416
5263,59482,60,3000,24300.0,8.1,0.13,28.6,381.4202656449241,2611.0194077274778
5264,59500,60,1,24.95,24.95,0.42,0.03,0.05626590301682594,4.081879070895228
5265,59502,30,39550,412506.5,10.43,0.35,485.52,4528.63169910635,35398.6559475823
5266,59530,30,18,271.8,15.1,0.5,0.28,1.3873991909497174,86.2374404220561
5267,59566,30,9,21.81,2.42,0.08,0.02,0.5323227701042753,14.254622173916587
5268,59572,60,2600,52801.37,20.31,0.34,103.49,420.8217602079878,3803.7731583861796
5269,59624,30,5,84.1,16.82,0.56,0.1,0.3853886641526993,23.95484456168225
5270,59633,100,1250,160937.5,128.75,1.29,225.63,26677.880104007214,231946.590973219
5271,59673,90,1000,7000.0,7.0,0.08,9.81,131.36326034440768,8465.575204475297
5272,59698,30,114,2179.73,19.12,0.64,2.24,53.26992138840267,307.4981233706329
5273,59704,240,5590,11850.8,2.12,0.01,19.55,2106.594666595045,9268.569040302742
5274,59715,300,60,1849.2,30.82,0.1,2.29,79.83346956989426,1269.0970018362482
5275,59743,20,246,7872.0,32.0,1.6,11.04,89.59002406046751,5058.43766407996
5276,59750,120,90,5994.0,66.6,0.55,7.41,14.99466285455045,373.50185361135385
5277,59776,100,2870,229600.0,80.0,0.8,378.84,61252.412718800566,532549.3728745108
5278,59805,60,4084,29609.0,7.25,0.12,48.85,229.78994792071714,16670.39412553611
5279,59847,60,6,132.02,22.0,0.37,0.14,0.4779202279202279,26.060468790468796
5280,59849,100,5060,404800.0,80.0,0.8,567.53,107992.0586610212,938919.8002595905
5281,59867,180,3355,56900.8,16.96,0.09,111.53,1005.762333256234,9159.566319835372
5282,59873,30,560,13025.6,23.26,0.78,21.49,66.03024135038643,3509.822352299607
5283,59894,300,4,63.78,15.94,0.05,0.07,5.322231304659618,84.60646678908321
5284,59896,60,97380,641734.2,6.59,0.11,793.83,8827.662110992514,79717.48880251878
5285,59917,240,3,53.13,17.71,0.07,0.05,0.9942002524709757,10.954193018366944
5286,59919,60,44,163.95,3.73,0.06,0.17,3.658915576888048,85.41464272829813
5287,59928,30,14500,166605.0,11.49,0.38,206.09,1942.2607220338214,7127.665061748336
5288,59970,30,5409,206791.05,38.23,1.27,255.8,619.3519307323958,4841.247282439259
5289,59973,100,170,11900.0,70.0,0.7,25.66,1211.6527236628817,1673.3722709865312
5290,59991,30,100000,735000.0,7.35,0.24,1030.47,16546.283402480163,5867988.092433576
5291,59994,60,268,18310.96,68.32,1.14,18.82,37.315297347522524,791.0241787274067
5292,60000,60,25572,281036.28,10.99,0.18,463.71,3251.226344357333,22256.329431469017
5293,60004,60,189137,467168.39,2.47,0.04,1007.22,11354.649353022147,5072459.270469069
5294,60005,60,33022,268468.86,8.13,0.14,332.1,4198.420004042227,28740.36096065892
5295,60023,60,864,5356.8,6.2,0.1,7.51,66.5625702473269,1282.7199171231557
5296,60026,60,200,3058.27,15.29,0.25,6.59,29.212221185549048,1500.7740777347158
5297,60074,30,53571,176784.3,3.3,0.11,181.73,4354.784353301526,136148.78850614247
5298,60084,60,85000,188700.0,2.22,0.04,193.98,8109.861286014545,80612.5875647585
5299,60104,60,4640,249214.4,53.71,0.9,488.46,746.9487039962556,2795.765551533124
5300,60105,30,3,65.49,21.83,0.73,0.07,0.4963885020744049,176.03964277300727
5301,60109,300,3794,116931.08,30.82,0.1,120.21,5048.136392469648,80249.23374944544
5302,60112,60,18216,40986.0,2.25,0.04,42.13,1737.9909786593053,17275.751706819305
5303,60160,60,90,925.2,10.28,0.17,1.81,14.482834388621514,498.91634753050874
5304,60168,30,64771,506509.22,7.82,0.26,1092.03,30266.193668844116,174710.18376174793
5305,60261,120,400,14400.0,36.0,0.3,31.05,101.44716240186513,919.450772013679
5306,60273,90,2440,22692.0,9.3,0.1,23.33,320.52635524035475,20656.003498919727
5307,60286,100,400,1800.0,4.5,0.04,2.23,38.1338744737346,1440.272654020314
5308,60299,30,6,13.03,2.17,0.07,0.01,0.35488184673618356,9.503081449277724
5309,60316,240,864,1684.8,1.95,0.01,1.73,324.72531771600006,2362.151098129794
5310,60321,20,47,1504.0,32.0,1.6,1.77,17.11679321480477,966.4494724055209
5311,60357,1,210,1050.0,5.0,5.0,1.3,109.25767099741735,27416.161932250056
5312,60359,30,428,11812.8,27.6,0.92,14.61,46.6133821942694,729.7488730344172
5313,60375,30,387,1089.02,2.81,0.09,1.35,22.88987911448384,612.9487534784132
5314,60391,30,25692,116384.76,4.53,0.15,250.93,2088.5016073066176,65295.30294935344
5315,60401,25,10000,200000.0,20.0,0.8,330.0,9152.785274666123,99795.2675306278
5316,60439,60,770,20108.36,26.11,0.44,39.41,43.32474532295598,3143.0468845893256
5317,60450,100,1500,120000.0,80.0,0.8,258.72,32013.456124808657,278335.9091678628
5318,60489,20,832,24128.0,29.0,1.45,29.85,269.53672856949674,4447.659223894696
5319,60502,30,79250,527012.5,6.65,0.22,869.57,37031.940965183436,213765.14278177771
5320,60545,30,32112,334928.16,10.43,0.35,394.21,3676.951229373025,28741.38153701044
5321,60547,20,24,768.0,32.0,1.6,1.08,8.740490152240733,493.5061135687766
5322,60573,30,16,53.06,3.32,0.11,0.07,0.9463515912964895,25.341550531407265
5323,60626,60,5000,12500.0,2.5,0.04,20.62,477.05066388320853,4741.91691557403
5324,60690,30,6100,7625.0,1.25,0.04,7.84,382.56641872123913,8701.74744953311
5325,60702,20,2400,74400.0,31.0,1.55,87.57,777.5097939504714,12829.78622277316
5326,60778,60,20000,223800.0,11.19,0.19,276.84,2784.7236826509347,59031.655128910956
5327,60779,60,84143,199418.91,2.37,0.04,429.95,5051.440281443305,2256628.477744063
5328,60811,336,15,575.4,38.36,0.11,1.24,37.939578226045306,1477.047149821773
5329,60812,180,192,3256.32,16.96,0.09,6.38,57.5577847943955,524.1838251589841
5330,60816,60,3,141.39,47.13,0.79,0.15,0.7408783783783784,13.713728378378379
5331,60818,60,2145,14693.25,6.85,0.11,24.24,321.53372052410685,6389.783203703693
5332,60840,60,237500,681625.0,2.87,0.05,1469.58,22659.906534452406,225241.05348976643
5333,60841,30,784,10192.0,13.0,0.43,16.82,60.42894253914324,3756.119627271776
5334,60866,120,18,495.23,27.51,0.23,0.51,4.683488413367555,50.08367002570325
5335,60937,100,3182,254560.0,80.0,0.8,261.69,67911.21159276077,590443.2419814263
5336,60964,240,40,625.57,15.64,0.07,1.35,6.474180926276735,58.51958705209507
5337,60966,100,695,55600.0,80.0,0.8,91.74,14832.90133782801,128962.30458110975
5338,60978,30,76615,509489.75,6.65,0.22,840.66,35800.65813309185,206657.62036878106
5339,60994,100,1,8.0,8.0,0.08,0.01,0.7877575757575758,374.79069139999996
5340,61009,240,11640,34920.0,3.0,0.01,75.29,4253.944793040899,26127.653253273456
5341,61090,120,3240,117158.4,36.16,0.3,252.59,2977.031446631091,19483.393913089825
5342,61105,60,100,5400.0,54.0,0.9,6.36,24.695945945945947,457.1242792792793
5343,61111,120,502,18072.0,36.0,0.3,18.58,130.61728797280625,1396.7779084946128
5344,61186,30,10,234.38,23.44,0.78,0.24,1.6546283402480164,586.7988092433576
5345,61190,60,10249,84041.8,8.2,0.14,138.67,929.0892275165567,8390.065133877748
5346,61191,60,2460,17220.0,7.0,0.12,24.14,205.40790472797778,1779.3646517001955
5347,61271,100,11036,14346.8,1.3,0.01,17.75,2231.274631263215,7598.77968835189
5348,61274,60,3,54.1,18.03,0.3,0.06,0.16879770905047783,12.245637212685685
5349,61281,30,172800,1617408.0,9.36,0.31,3487.13,16593.8296079716,118050.14090871188
5350,61282,30,38433,412770.42,10.74,0.36,424.33,5148.062505512128,18892.244918494744
5351,61286,100,3076,273764.0,89.0,0.89,338.65,65648.92735994095,570774.1710668973
5352,61306,20,3500,112000.0,32.0,1.6,184.8,1274.6548138684402,71969.64156211325
5353,61354,30,38,564.39,14.85,0.5,0.58,17.756640462800892,102.49937445687765
5354,61364,60,42500,341700.0,8.04,0.13,479.06,4337.2427253503765,36995.364985987115
5355,61396,100,2828,260176.0,92.0,0.92,429.29,60356.03594730592,524755.9674178107
5356,61403,30,1206,28944.0,24.0,0.8,62.4,411.05670671461434,5228.08003127506
5357,61416,30,64738,506251.16,7.82,0.26,1091.48,30250.77342844221,174621.17114708803
5358,61417,30,6,66.1,11.02,0.37,0.07,0.4624663969832391,28.745813474018696
5359,61418,60,625,4281.25,6.85,0.11,6.0,93.68698150469314,1861.8249428041065
5360,61436,30,61751,194515.65,3.15,0.1,228.94,5019.736211769848,156937.96716586966
5361,61473,60,13,293.03,22.54,0.38,0.3,1.178472041927528,10.642096471890985
5362,61493,1,112,0.0,0.0,0.0,0.0,58.27075786528925,14621.953030533363
5363,61501,30,146670,975355.5,6.65,0.22,2102.87,68535.95938628964,395620.61188395374
5364,61518,20,65,2080.0,32.0,1.6,2.14,23.67216082898532,1336.5790575821034
5365,61520,240,2468,7231.24,2.93,0.01,15.59,901.9532430605617,5539.780775694063
5366,61521,100,1500,150000.0,100.0,1.0,185.55,32013.456124808657,278335.9091678628
5367,61546,1,22497,551176.5,24.5,24.5,772.75,15434.889719552062,199538.6825021102
5368,61550,60,24024,155915.76,6.49,0.11,192.87,2177.816333482072,19666.59428005454
5369,61563,336,56,17185.28,306.88,0.91,37.05,141.64109204390246,5514.309359334619
5370,61595,25,3800,77900.0,20.5,0.82,96.36,3478.058404373127,37922.201661638566
5371,61612,30,1000,18000.0,18.0,0.6,18.5,133.40041025992946,1236.118060335333
5372,61614,30,58489,263785.39,4.51,0.15,435.25,4754.568367964998,148647.7103458171
5373,61623,30,2293,2866.25,1.25,0.04,3.55,143.80734395537726,3271.0011314392495
5374,61658,30,2,53.51,26.76,0.89,0.06,0.33092566804960327,117.35976184867152
5375,61659,30,52158,346850.7,6.65,0.22,572.3,24372.390875230758,140688.48349794274
5376,61664,100,7982,710398.0,89.0,0.89,995.98,170354.27119214847,1481118.1513185874
5377,61675,100,2127,170160.0,80.0,0.8,210.49,45395.08078497867,394680.3192000294
5378,61676,20,65,2080.0,32.0,1.6,3.43,23.67216082898532,1336.5790575821034
5379,61694,240,6,42.91,7.15,0.03,0.04,2.2127274861836503,10.557002388693629
5380,61696,60,10935,28431.0,2.6,0.04,61.3,1043.309801912577,10370.572294360403
5381,61697,60,7,126.22,18.03,0.3,0.13,0.3938613211177816,28.5731534962666
5382,61715,240,4192,35632.0,8.5,0.04,49.96,1389.22915278611,15306.659044331409
5383,61720,100,350,28000.0,80.0,0.8,28.78,7469.80642912202,64945.04547250132
5384,61737,30,11904,124992.0,10.5,0.35,128.49,1594.529078282111,5851.56723414153
5385,61749,100,4131,320978.7,77.7,0.78,692.03,29443.161185008026,40662.94618497271
5386,61754,100,3200,256000.0,80.0,0.8,422.4,68295.37306625847,593783.2728914407
5387,61779,1,229,1145.0,5.0,5.0,1.18,119.14288884956463,29896.671821358395
5388,61783,30,65763,821379.87,12.49,0.42,1016.05,7530.1240563421225,58860.22278333388
5389,61811,30,228,7598.95,33.33,1.11,9.4,37.72552615765477,13379.012850748552
5390,61852,100,305,30500.0,100.0,1.0,35.9,6509.402745377761,56594.96819746544
5391,61864,30,900,21600.0,24.0,0.8,46.57,306.7587363541898,3901.5522621455666
5392,61871,100,41,3075.0,75.0,0.75,5.07,374.1265576302295,9275.642022104332
5393,61882,60,2,5.06,2.53,0.04,0.01,0.1200679862007132,53.63793726736777
5394,61896,100,21,105.0,5.0,0.05,0.13,1.432152790890349,15.788810853355427
5395,61913,20,18,576.0,32.0,1.6,0.71,6.55536761418055,370.1295851765825
5396,61959,30,111348,355200.12,3.19,0.11,439.38,9051.474270993976,282986.9762106728
5397,61980,180,2295,38923.2,16.96,0.09,54.57,687.9953963705087,6265.634785103481
5398,61993,20,8261,264352.0,32.0,1.6,271.75,3008.5495478191956,169868.9168413193
5399,61998,20,340,9860.0,29.0,1.45,13.82,110.14722080965011,1817.5530482261977
5400,62024,60,17584,142430.4,8.1,0.13,167.64,2235.6313170334483,15304.055088493322
5401,62032,100,51,4080.0,80.0,0.8,4.8,1088.4575082434944,9463.420911707335
5402,62037,60,1400,15330.0,10.95,0.18,18.04,194.93065778556544,4132.215859023767
5403,62046,300,540,16642.8,30.82,0.1,20.59,718.5012261290484,11421.873016526233
5404,62047,60,16383,47838.36,2.92,0.05,103.14,1563.104205279721,15537.364965569866
5405,62059,180,922,46100.0,50.0,0.28,99.39,218.36914089139003,5271.053063624654
5406,62077,30,39015,399903.75,10.25,0.34,411.1,5226.020832424106,19178.334647180087
5407,62079,20,66,2112.0,32.0,1.6,2.96,24.036347918662017,1357.1418123141357
5408,62107,240,300,555.0,1.85,0.01,0.78,109.63775239796131,673.3931250843675
5409,62113,180,5196,88124.16,16.96,0.09,190.0,1557.6575509983284,14185.724768365006
5410,62116,60,39201,88202.25,2.25,0.04,90.67,3740.1726149771316,37177.577001483514
5411,62152,60,1887,17926.5,9.5,0.16,38.65,426.42460839284263,1960.7328829464745
5412,62158,30,34,383.14,11.27,0.38,0.39,2.7638585804306786,86.40978905021083
5413,62159,240,2040,3080.4,1.51,0.01,3.81,768.7751556089253,3382.447377856457
5414,62164,60,300,4826.37,16.09,0.27,9.46,43.81833177832357,2251.1611166020734
5415,62168,30,3,41.45,13.82,0.46,0.04,1.4018400365369124,8.09205587817455
5416,62169,20,585,18720.0,32.0,1.6,22.03,213.04944746086787,12029.21151823893
5417,62173,100,1500,120000.0,80.0,0.8,198.0,32013.456124808657,278335.9091678628
5418,62194,30,12200,42700.0,3.5,0.12,43.9,991.7374906251258,31005.86548272271
5419,62227,90,51,1217.19,23.87,0.27,1.51,6.699526277564791,431.74433542824016
5420,62228,100,10364,922396.0,89.0,0.89,948.22,221191.63951834463,1923115.5750771535
5421,62235,100,6500,520000.0,80.0,0.8,534.56,138724.97654083752,1206122.2730607388
5422,62253,20,1903,60896.0,32.0,1.6,62.6,693.0480316547548,39130.92225505758
5423,62256,30,9,137.45,15.27,0.51,0.14,0.7129356849759846,83.2919360236767
5424,62295,30,400,624.0,1.56,0.05,0.64,23.65878978241224,633.5387632851817
5425,62319,120,480,17356.8,36.16,0.3,37.42,441.0416957971987,2886.4287278651595
5426,62322,100,1800,144000.0,80.0,0.8,310.46,38416.14734977039,334003.0910014354
5427,62370,30,11,185.01,16.82,0.56,0.23,0.8478550611359384,52.70065803570095
5428,62390,60,869,5923.93,6.82,0.11,7.33,113.7069946069182,38841.0468038501
5429,62400,30,559,12532.78,22.42,0.75,24.56,44.28122754461949,5173.354693026142
5430,62403,1,3511,17555.0,5.0,5.0,21.72,1826.6842041520586,458372.1168768093
5431,62413,30,7245,23546.25,3.25,0.11,29.13,588.9457475064784,18412.909460846397
5432,62421,30,912,12596.09,13.81,0.46,14.83,74.13644192214055,2317.815518052714
5433,62433,20,4200,134400.0,32.0,1.6,263.42,1529.5857766421284,86363.56987453591
5434,62476,100,30,10500.0,350.0,3.5,12.99,73.5927696537933,3013.8206579008843
5435,62516,120,7078,430483.96,60.82,0.51,603.54,6503.527339276192,42562.796949644995
5436,62521,60,2688,86016.0,32.0,0.53,168.59,421.7838386925917,3770.6902928564286
5437,62549,60,52,343.51,6.61,0.11,0.35,3.1217676412185433,1394.586368951562
5438,62555,120,22600,678000.0,30.0,0.25,950.56,5731.76467570538,51948.968618772866
5439,62577,25,9475,189500.0,20.0,0.8,371.42,8672.264047746152,94556.01598526984
5440,62586,120,111,3996.0,36.0,0.3,5.6,28.881511882433255,308.8492984918367
5441,62594,30,1,19.05,19.05,0.64,0.04,0.08128995824796113,2.5414643838297306
5442,62603,60,1,47.13,47.13,0.79,0.05,0.2469594594594595,4.571242792792793
5443,62634,30,17760,177600.0,10.0,0.33,209.04,2378.9345119531495,8730.160792872444
5444,62657,100,2229,178320.0,80.0,0.8,220.58,47571.995801465666,413607.16102344415
5445,62662,100,20,160.0,8.0,0.08,0.19,15.755151515151516,7495.813827999999
5446,62709,120,1836,111665.52,60.82,0.51,138.13,1686.984486424285,11040.589884084235
5447,62712,300,150,4623.0,30.82,0.1,5.44,199.58367392473568,3172.7425045906207
5448,62730,30,136980,589014.0,4.3,0.14,971.87,11135.098480805716,348129.79129699647
5449,62761,60,350,2397.5,6.85,0.11,2.97,52.46470964262816,1042.6219679702997
