,del_date_scheduled,del_date_client,del_date_recorded,pq_date,po_date,po_date_new,pq_date_new,anticipated_lead_time,actual_lead_time,delivery_delay_time
5115,2014-08-13 00:00:00.000000000,2014-08-13 00:00:00.000000000,2014-08-13 00:00:00.000000000,2013-07-11 00:00:00.000000000,2014-08-13 00:00:00.000000000,2014-08-13 00:00:00.000000000,2013-07-11 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
5116,2015-07-10 00:00:00.000000000,2015-07-10 00:00:00.000000000,2015-07-10 00:00:00.000000000,2015-01-28 00:00:00.000000000,2015-02-17 00:00:00.000000000,2015-02-17 00:00:00.000000000,2014-09-07 00:00:00.000000000,143 days 00:00:00.000000000,143 days 00:00:00.000000000,0 days 00:00:00.000000000
5117,2012-01-04 00:00:00.000000000,2012-01-04 00:00:00.000000000,2012-01-04 00:00:00.000000000,2011-03-10 00:00:00.000000000,2011-03-24 00:00:00.000000000,2011-03-24 00:00:00.000000000,2010-05-28 00:00:00.000000000,286 days 00:00:00.000000000,286 days 00:00:00.000000000,0 days 00:00:00.000000000
5118,2013-04-10 00:00:00.000000000,2013-04-10 00:00:00.000000000,2013-04-10 00:00:00.000000000,2012-12-13 00:00:00.000000000,2013-02-07 00:00:00.000000000,2013-02-07 00:00:00.000000000,2012-10-12 00:00:00.000000000,62 days 00:00:00.000000000,62 days 00:00:00.000000000,0 days 00:00:00.000000000
5119,2012-10-09 00:00:00.000000000,2012-10-09 00:00:00.000000000,2012-10-09 00:00:00.000000000,2012-04-11 00:00:00.000000000,2012-06-12 00:00:00.000000000,2012-06-12 00:00:00.000000000,2011-12-14 00:00:00.000000000,119 days 00:00:00.000000000,119 days 00:00:00.000000000,0 days 00:00:00.000000000
5120,2015-07-10 00:00:00.000000000,2015-07-10 00:00:00.000000000,2015-07-10 00:00:00.000000000,2015-01-28 00:00:00.000000000,2015-02-17 00:00:00.000000000,2015-02-17 00:00:00.000000000,2014-09-07 00:00:00.000000000,143 days 00:00:00.000000000,143 days 00:00:00.000000000,0 days 00:00:00.000000000
5121,2015-03-12 00:00:00.000000000,2015-03-12 00:00:00.000000000,2015-03-13 00:00:00.000000000,2014-10-22 00:00:00.000000000,2015-02-19 00:00:00.000000000,2015-02-19 00:00:00.000000000,2014-10-01 00:00:00.000000000,21 days 00:00:00.000000000,21 days 00:00:00.000000000,0 days 00:00:00.000000000
5122,2010-12-17 00:00:00.000000000,2010-12-16 00:00:00.000000000,2010-12-16 00:00:00.000000000,2010-09-08 00:00:00.000000000,2010-10-07 00:00:00.000000000,2010-10-07 00:00:00.000000000,2010-06-29 00:00:00.000000000,71 days 00:00:00.000000000,70 days 00:00:00.000000000,-1 days +00:00:00.000000000
5123,2013-03-13 00:00:00.000000000,2013-03-13 00:00:00.000000000,2013-03-13 00:00:00.000000000,2012-11-26 00:00:00.000000000,2012-12-12 00:00:00.000000000,2012-12-12 00:00:00.000000000,2012-08-27 00:00:00.000000000,91 days 00:00:00.000000000,91 days 00:00:00.000000000,0 days 00:00:00.000000000
5124,2014-03-28 00:00:00.000000000,2014-03-28 00:00:00.000000000,2014-03-28 00:00:00.000000000,2013-08-21 00:00:00.000000000,2014-02-05 00:00:00.000000000,2014-02-05 00:00:00.000000000,2013-07-01 00:00:00.000000000,51 days 00:00:00.000000000,51 days 00:00:00.000000000,0 days 00:00:00.000000000
5125,2015-02-19 00:00:00.000000000,2015-02-19 00:00:00.000000000,2015-02-19 00:00:00.000000000,2014-04-30 00:00:00.000000000,2014-05-08 00:00:00.000000000,2014-05-08 00:00:00.000000000,2013-07-17 00:00:00.000000000,287 days 00:00:00.000000000,287 days 00:00:00.000000000,0 days 00:00:00.000000000
5126,2013-01-09 00:00:00.000000000,2013-01-17 00:00:00.000000000,2013-01-17 00:00:00.000000000,2012-10-05 00:00:00.000000000,2012-10-16 00:00:00.000000000,2012-10-16 00:00:00.000000000,2012-07-12 00:00:00.000000000,85 days 00:00:00.000000000,93 days 00:00:00.000000000,8 days 00:00:00.000000000
5127,2012-02-03 00:00:00.000000000,2012-02-03 00:00:00.000000000,2012-02-03 00:00:00.000000000,2011-08-29 00:00:00.000000000,2011-09-14 00:00:00.000000000,2011-09-14 00:00:00.000000000,2011-04-09 00:00:00.000000000,142 days 00:00:00.000000000,142 days 00:00:00.000000000,0 days 00:00:00.000000000
5128,2013-09-17 00:00:00.000000000,2013-09-16 00:00:00.000000000,2013-09-16 00:00:00.000000000,2013-04-30 00:00:00.000000000,2013-05-29 00:00:00.000000000,2013-05-29 00:00:00.000000000,2013-01-09 00:00:00.000000000,111 days 00:00:00.000000000,110 days 00:00:00.000000000,-1 days +00:00:00.000000000
5129,2014-08-28 00:00:00.000000000,2014-08-28 00:00:00.000000000,2014-08-28 00:00:00.000000000,2014-04-30 00:00:00.000000000,2014-08-28 00:00:00.000000000,2014-08-28 00:00:00.000000000,2014-04-30 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
5130,2013-11-21 00:00:00.000000000,2013-11-21 00:00:00.000000000,2013-11-22 00:00:00.000000000,2013-05-17 00:00:00.000000000,2013-06-24 00:00:00.000000000,2013-06-24 00:00:00.000000000,2012-12-18 00:00:00.000000000,150 days 00:00:00.000000000,150 days 00:00:00.000000000,0 days 00:00:00.000000000
5131,2015-06-02 00:00:00.000000000,2015-06-02 00:00:00.000000000,2015-06-02 00:00:00.000000000,2014-09-11 00:00:00.000000000,2015-06-02 00:00:00.000000000,2015-06-02 00:00:00.000000000,2014-09-11 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
5132,2010-05-05 00:00:00.000000000,2010-06-16 00:00:00.000000000,2010-06-16 00:00:00.000000000,2010-01-15 00:00:00.000000000,2010-02-05 00:00:00.000000000,2010-02-05 00:00:00.000000000,2009-10-18 00:00:00.000000000,89 days 00:00:00.000000000,131 days 00:00:00.000000000,42 days 00:00:00.000000000
5133,2013-10-10 00:00:00.000000000,2013-10-10 00:00:00.000000000,2013-10-21 00:00:00.000000000,2013-08-09 00:00:00.000000000,2013-09-04 00:00:00.000000000,2013-09-04 00:00:00.000000000,2013-07-04 00:00:00.000000000,36 days 00:00:00.000000000,36 days 00:00:00.000000000,0 days 00:00:00.000000000
5134,2013-10-30 00:00:00.000000000,2013-10-30 00:00:00.000000000,2013-10-30 00:00:00.000000000,2013-07-08 00:00:00.000000000,2013-07-31 00:00:00.000000000,2013-07-31 00:00:00.000000000,2013-04-08 00:00:00.000000000,91 days 00:00:00.000000000,91 days 00:00:00.000000000,0 days 00:00:00.000000000
5135,2011-03-17 00:00:00.000000000,2011-03-17 00:00:00.000000000,2011-03-17 00:00:00.000000000,2010-06-02 00:00:00.000000000,2010-06-17 00:00:00.000000000,2010-06-17 00:00:00.000000000,2009-09-02 00:00:00.000000000,273 days 00:00:00.000000000,273 days 00:00:00.000000000,0 days 00:00:00.000000000
5136,2014-04-23 00:00:00.000000000,2014-04-23 00:00:00.000000000,2014-04-23 00:00:00.000000000,2013-10-04 00:00:00.000000000,2013-10-10 00:00:00.000000000,2013-10-10 00:00:00.000000000,2013-03-23 00:00:00.000000000,195 days 00:00:00.000000000,195 days 00:00:00.000000000,0 days 00:00:00.000000000
5137,2012-02-29 00:00:00.000000000,2012-02-29 00:00:00.000000000,2012-02-29 00:00:00.000000000,2011-10-05 00:00:00.000000000,2011-11-29 00:00:00.000000000,2011-11-29 00:00:00.000000000,2011-07-05 00:00:00.000000000,92 days 00:00:00.000000000,92 days 00:00:00.000000000,0 days 00:00:00.000000000
5138,2010-05-20 00:00:00.000000000,2010-05-31 00:00:00.000000000,2010-05-31 00:00:00.000000000,2010-02-02 00:00:00.000000000,2010-02-17 00:00:00.000000000,2010-02-17 00:00:00.000000000,2009-11-02 00:00:00.000000000,92 days 00:00:00.000000000,103 days 00:00:00.000000000,11 days 00:00:00.000000000
5139,2014-02-27 00:00:00.000000000,2014-02-27 00:00:00.000000000,2014-03-26 00:00:00.000000000,2013-08-09 00:00:00.000000000,2013-09-17 00:00:00.000000000,2013-09-17 00:00:00.000000000,2013-02-27 00:00:00.000000000,163 days 00:00:00.000000000,163 days 00:00:00.000000000,0 days 00:00:00.000000000
5140,2014-02-18 00:00:00.000000000,2014-02-18 00:00:00.000000000,2014-03-19 00:00:00.000000000,2013-08-13 00:00:00.000000000,2013-11-01 00:00:00.000000000,2013-11-01 00:00:00.000000000,2013-04-26 00:00:00.000000000,109 days 00:00:00.000000000,109 days 00:00:00.000000000,0 days 00:00:00.000000000
5141,2014-10-28 00:00:00.000000000,2014-10-28 00:00:00.000000000,2014-10-29 00:00:00.000000000,2014-06-11 00:00:00.000000000,2014-06-20 00:00:00.000000000,2014-06-20 00:00:00.000000000,2014-02-01 00:00:00.000000000,130 days 00:00:00.000000000,130 days 00:00:00.000000000,0 days 00:00:00.000000000
5142,2011-09-02 00:00:00.000000000,2011-09-02 00:00:00.000000000,2011-09-02 00:00:00.000000000,2011-03-10 00:00:00.000000000,2011-03-24 00:00:00.000000000,2011-03-24 00:00:00.000000000,2010-09-29 00:00:00.000000000,162 days 00:00:00.000000000,162 days 00:00:00.000000000,0 days 00:00:00.000000000
5143,2010-01-21 00:00:00.000000000,2010-01-21 00:00:00.000000000,2010-01-21 00:00:00.000000000,2009-10-29 00:00:00.000000000,2009-11-03 00:00:00.000000000,2009-11-03 00:00:00.000000000,2009-08-11 00:00:00.000000000,79 days 00:00:00.000000000,79 days 00:00:00.000000000,0 days 00:00:00.000000000
5144,2010-03-19 00:00:00.000000000,2010-03-19 00:00:00.000000000,2010-03-19 00:00:00.000000000,2009-10-20 00:00:00.000000000,2009-11-13 00:00:00.000000000,2009-11-13 00:00:00.000000000,2009-06-16 00:00:00.000000000,126 days 00:00:00.000000000,126 days 00:00:00.000000000,0 days 00:00:00.000000000
5145,2010-12-15 00:00:00.000000000,2011-02-11 00:00:00.000000000,2011-02-11 00:00:00.000000000,2010-08-31 00:00:00.000000000,2010-09-21 00:00:00.000000000,2010-09-21 00:00:00.000000000,2010-06-07 00:00:00.000000000,85 days 00:00:00.000000000,143 days 00:00:00.000000000,58 days 00:00:00.000000000
5146,2012-10-15 00:00:00.000000000,2012-10-15 00:00:00.000000000,2012-10-15 00:00:00.000000000,2012-05-24 00:00:00.000000000,2012-06-13 00:00:00.000000000,2012-06-13 00:00:00.000000000,2012-01-21 00:00:00.000000000,124 days 00:00:00.000000000,124 days 00:00:00.000000000,0 days 00:00:00.000000000
5147,2013-04-16 00:00:00.000000000,2013-04-16 00:00:00.000000000,2013-04-16 00:00:00.000000000,2013-03-18 00:00:00.000000000,1900-01-01 00:00:00.000000000,2013-04-09 00:00:00.000000000,2013-03-11 00:00:00.000000000,7 days 00:00:00.000000000,7 days 00:00:00.000000000,0 days 00:00:00.000000000
5148,2011-12-01 00:00:00.000000000,2012-01-09 00:00:00.000000000,2012-01-09 00:00:00.000000000,2011-03-10 00:00:00.000000000,2011-03-23 00:00:00.000000000,2011-03-23 00:00:00.000000000,2010-06-30 00:00:00.000000000,253 days 00:00:00.000000000,292 days 00:00:00.000000000,39 days 00:00:00.000000000
5149,2014-11-05 00:00:00.000000000,2014-11-05 00:00:00.000000000,2014-11-05 00:00:00.000000000,2014-04-30 00:00:00.000000000,2014-11-04 00:00:00.000000000,2014-11-04 00:00:00.000000000,2014-04-29 00:00:00.000000000,1 days 00:00:00.000000000,1 days 00:00:00.000000000,0 days 00:00:00.000000000
5150,2011-11-18 00:00:00.000000000,2011-11-18 00:00:00.000000000,2011-11-18 00:00:00.000000000,2011-09-13 00:00:00.000000000,2011-09-15 00:00:00.000000000,2011-09-15 00:00:00.000000000,2011-07-11 00:00:00.000000000,64 days 00:00:00.000000000,64 days 00:00:00.000000000,0 days 00:00:00.000000000
5151,2015-08-24 00:00:00.000000000,2015-08-24 00:00:00.000000000,2015-08-24 00:00:00.000000000,2014-09-11 00:00:00.000000000,2014-10-09 00:00:00.000000000,2014-10-09 00:00:00.000000000,2013-10-27 00:00:00.000000000,319 days 00:00:00.000000000,319 days 00:00:00.000000000,0 days 00:00:00.000000000
5152,2010-08-23 00:00:00.000000000,2010-08-23 00:00:00.000000000,2010-08-23 00:00:00.000000000,2009-10-20 00:00:00.000000000,2009-11-11 00:00:00.000000000,2009-11-11 00:00:00.000000000,2009-01-08 00:00:00.000000000,285 days 00:00:00.000000000,285 days 00:00:00.000000000,0 days 00:00:00.000000000
5153,2012-07-27 00:00:00.000000000,2012-07-27 00:00:00.000000000,2012-07-27 00:00:00.000000000,2012-06-07 00:00:00.000000000,2012-06-12 00:00:00.000000000,2012-06-12 00:00:00.000000000,2012-04-23 00:00:00.000000000,45 days 00:00:00.000000000,45 days 00:00:00.000000000,0 days 00:00:00.000000000
5154,2012-10-19 00:00:00.000000000,2012-10-19 00:00:00.000000000,2012-10-19 00:00:00.000000000,2012-08-23 00:00:00.000000000,2012-09-12 00:00:00.000000000,2012-09-12 00:00:00.000000000,2012-07-17 00:00:00.000000000,37 days 00:00:00.000000000,37 days 00:00:00.000000000,0 days 00:00:00.000000000
5155,2014-05-15 00:00:00.000000000,2014-05-15 00:00:00.000000000,2014-05-14 00:00:00.000000000,2013-10-04 00:00:00.000000000,2013-10-07 00:00:00.000000000,2013-10-07 00:00:00.000000000,2013-02-26 00:00:00.000000000,220 days 00:00:00.000000000,220 days 00:00:00.000000000,0 days 00:00:00.000000000
5156,2015-01-15 00:00:00.000000000,2015-01-15 00:00:00.000000000,2015-01-22 00:00:00.000000000,2014-07-09 00:00:00.000000000,2014-08-11 00:00:00.000000000,2014-08-11 00:00:00.000000000,2014-02-02 00:00:00.000000000,157 days 00:00:00.000000000,157 days 00:00:00.000000000,0 days 00:00:00.000000000
5157,2010-07-06 00:00:00.000000000,2010-07-06 00:00:00.000000000,2010-07-06 00:00:00.000000000,2010-04-19 00:00:00.000000000,2010-04-26 00:00:00.000000000,2010-04-26 00:00:00.000000000,2010-02-07 00:00:00.000000000,71 days 00:00:00.000000000,71 days 00:00:00.000000000,0 days 00:00:00.000000000
5158,2011-04-14 00:00:00.000000000,2011-04-14 00:00:00.000000000,2011-04-14 00:00:00.000000000,2010-10-28 00:00:00.000000000,2010-11-10 00:00:00.000000000,2010-11-10 00:00:00.000000000,2010-05-26 00:00:00.000000000,155 days 00:00:00.000000000,155 days 00:00:00.000000000,0 days 00:00:00.000000000
5159,2014-08-27 00:00:00.000000000,2014-08-27 00:00:00.000000000,2014-08-27 00:00:00.000000000,2013-07-11 00:00:00.000000000,2014-08-27 00:00:00.000000000,2014-08-27 00:00:00.000000000,2013-07-11 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
5160,2011-06-03 00:00:00.000000000,2011-06-03 00:00:00.000000000,2011-06-03 00:00:00.000000000,2010-08-31 00:00:00.000000000,2010-09-24 00:00:00.000000000,2010-09-24 00:00:00.000000000,2009-12-22 00:00:00.000000000,252 days 00:00:00.000000000,252 days 00:00:00.000000000,0 days 00:00:00.000000000
5161,2013-11-28 00:00:00.000000000,2013-11-28 00:00:00.000000000,2013-12-03 00:00:00.000000000,2013-04-23 00:00:00.000000000,2013-05-17 00:00:00.000000000,2013-05-17 00:00:00.000000000,2012-10-10 00:00:00.000000000,195 days 00:00:00.000000000,195 days 00:00:00.000000000,0 days 00:00:00.000000000
5162,2011-11-02 00:00:00.000000000,2011-11-02 00:00:00.000000000,2011-11-02 00:00:00.000000000,2011-01-21 00:00:00.000000000,2011-02-08 00:00:00.000000000,2011-02-08 00:00:00.000000000,2010-04-29 00:00:00.000000000,267 days 00:00:00.000000000,267 days 00:00:00.000000000,0 days 00:00:00.000000000
5163,2015-07-27 00:00:00.000000000,2015-07-27 00:00:00.000000000,2015-07-27 00:00:00.000000000,2015-01-28 00:00:00.000000000,2015-02-17 00:00:00.000000000,2015-02-17 00:00:00.000000000,2014-08-21 00:00:00.000000000,160 days 00:00:00.000000000,160 days 00:00:00.000000000,0 days 00:00:00.000000000
5164,2013-11-16 00:00:00.000000000,2013-11-16 00:00:00.000000000,2013-11-26 00:00:00.000000000,2013-07-08 00:00:00.000000000,2013-09-10 00:00:00.000000000,2013-09-10 00:00:00.000000000,2013-05-02 00:00:00.000000000,67 days 00:00:00.000000000,67 days 00:00:00.000000000,0 days 00:00:00.000000000
5165,2011-12-15 00:00:00.000000000,2011-12-15 00:00:00.000000000,2011-12-15 00:00:00.000000000,2011-09-14 00:00:00.000000000,2011-09-22 00:00:00.000000000,2011-09-22 00:00:00.000000000,2011-06-22 00:00:00.000000000,84 days 00:00:00.000000000,84 days 00:00:00.000000000,0 days 00:00:00.000000000
5166,2010-12-23 00:00:00.000000000,2010-12-23 00:00:00.000000000,2010-12-23 00:00:00.000000000,2010-09-20 00:00:00.000000000,2010-10-06 00:00:00.000000000,2010-10-06 00:00:00.000000000,2010-07-04 00:00:00.000000000,78 days 00:00:00.000000000,78 days 00:00:00.000000000,0 days 00:00:00.000000000
5167,2011-07-01 00:00:00.000000000,2011-07-01 00:00:00.000000000,2011-07-01 00:00:00.000000000,2011-03-29 00:00:00.000000000,2011-05-02 00:00:00.000000000,2011-05-02 00:00:00.000000000,2011-01-28 00:00:00.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,0 days 00:00:00.000000000
5168,2014-02-27 00:00:00.000000000,2014-02-27 00:00:00.000000000,2014-03-04 00:00:00.000000000,2013-10-28 00:00:00.000000000,2013-11-06 00:00:00.000000000,2013-11-06 00:00:00.000000000,2013-07-07 00:00:00.000000000,113 days 00:00:00.000000000,113 days 00:00:00.000000000,0 days 00:00:00.000000000
5169,2010-06-15 00:00:00.000000000,2010-06-15 00:00:00.000000000,2010-06-15 00:00:00.000000000,2009-09-09 00:00:00.000000000,2009-09-29 00:00:00.000000000,2009-09-29 00:00:00.000000000,2008-12-24 00:00:00.000000000,259 days 00:00:00.000000000,259 days 00:00:00.000000000,0 days 00:00:00.000000000
5170,2013-06-10 00:00:00.000000000,2013-06-10 00:00:00.000000000,2013-06-10 00:00:00.000000000,2013-01-16 00:00:00.000000000,2013-02-05 00:00:00.000000000,2013-02-05 00:00:00.000000000,2012-09-13 00:00:00.000000000,125 days 00:00:00.000000000,125 days 00:00:00.000000000,0 days 00:00:00.000000000
5171,2013-09-26 00:00:00.000000000,2013-09-26 00:00:00.000000000,2013-09-26 00:00:00.000000000,2013-06-21 00:00:00.000000000,2013-06-28 00:00:00.000000000,2013-06-28 00:00:00.000000000,2013-03-23 00:00:00.000000000,90 days 00:00:00.000000000,90 days 00:00:00.000000000,0 days 00:00:00.000000000
5172,2012-10-04 00:00:00.000000000,2012-10-04 00:00:00.000000000,2012-10-04 00:00:00.000000000,2012-05-14 00:00:00.000000000,2012-07-12 00:00:00.000000000,2012-07-12 00:00:00.000000000,2012-02-20 00:00:00.000000000,84 days 00:00:00.000000000,84 days 00:00:00.000000000,0 days 00:00:00.000000000
5173,2014-06-25 00:00:00.000000000,2014-06-25 00:00:00.000000000,2014-06-25 00:00:00.000000000,2014-04-30 00:00:00.000000000,2014-06-25 00:00:00.000000000,2014-06-25 00:00:00.000000000,2014-04-30 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
5174,2015-07-03 00:00:00.000000000,2015-07-03 00:00:00.000000000,2015-07-13 00:00:00.000000000,2014-10-22 00:00:00.000000000,2014-12-24 00:00:00.000000000,2014-12-24 00:00:00.000000000,2014-04-14 00:00:00.000000000,191 days 00:00:00.000000000,191 days 00:00:00.000000000,0 days 00:00:00.000000000
5175,2009-10-29 00:00:00.000000000,2009-10-29 00:00:00.000000000,2009-10-29 00:00:00.000000000,2009-03-25 00:00:00.000000000,2009-05-13 00:00:00.000000000,2009-05-13 00:00:00.000000000,2008-10-07 00:00:00.000000000,169 days 00:00:00.000000000,169 days 00:00:00.000000000,0 days 00:00:00.000000000
5176,2015-07-10 00:00:00.000000000,2015-07-10 00:00:00.000000000,2015-07-10 00:00:00.000000000,2015-01-28 00:00:00.000000000,2015-02-17 00:00:00.000000000,2015-02-17 00:00:00.000000000,2014-09-07 00:00:00.000000000,143 days 00:00:00.000000000,143 days 00:00:00.000000000,0 days 00:00:00.000000000
5177,2014-08-13 00:00:00.000000000,2014-08-13 00:00:00.000000000,2014-08-25 00:00:00.000000000,2014-02-06 00:00:00.000000000,2014-03-10 00:00:00.000000000,2014-03-10 00:00:00.000000000,2013-09-03 00:00:00.000000000,156 days 00:00:00.000000000,156 days 00:00:00.000000000,0 days 00:00:00.000000000
5178,2015-07-13 00:00:00.000000000,2015-07-13 00:00:00.000000000,2015-07-14 00:00:00.000000000,2015-01-28 00:00:00.000000000,2015-02-17 00:00:00.000000000,2015-02-17 00:00:00.000000000,2014-09-04 00:00:00.000000000,146 days 00:00:00.000000000,146 days 00:00:00.000000000,0 days 00:00:00.000000000
5179,2009-12-24 00:00:00.000000000,2009-12-24 00:00:00.000000000,2009-12-24 00:00:00.000000000,2009-08-27 00:00:00.000000000,2009-09-11 00:00:00.000000000,2009-09-11 00:00:00.000000000,2009-05-15 00:00:00.000000000,104 days 00:00:00.000000000,104 days 00:00:00.000000000,0 days 00:00:00.000000000
5180,2014-08-29 00:00:00.000000000,2014-08-29 00:00:00.000000000,2014-08-29 00:00:00.000000000,2013-07-11 00:00:00.000000000,2014-08-29 00:00:00.000000000,2014-08-29 00:00:00.000000000,2013-07-11 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
5181,2014-11-05 00:00:00.000000000,2014-11-05 00:00:00.000000000,2014-11-05 00:00:00.000000000,2014-04-30 00:00:00.000000000,2014-11-04 00:00:00.000000000,2014-11-04 00:00:00.000000000,2014-04-29 00:00:00.000000000,1 days 00:00:00.000000000,1 days 00:00:00.000000000,0 days 00:00:00.000000000
5182,2013-11-21 00:00:00.000000000,2013-11-21 00:00:00.000000000,2013-11-22 00:00:00.000000000,2013-05-17 00:00:00.000000000,2013-06-24 00:00:00.000000000,2013-06-24 00:00:00.000000000,2012-12-18 00:00:00.000000000,150 days 00:00:00.000000000,150 days 00:00:00.000000000,0 days 00:00:00.000000000
5183,2009-10-29 00:00:00.000000000,2009-10-29 00:00:00.000000000,2009-10-29 00:00:00.000000000,2009-05-07 00:00:00.000000000,2009-09-22 00:00:00.000000000,2009-09-22 00:00:00.000000000,2009-03-31 00:00:00.000000000,37 days 00:00:00.000000000,37 days 00:00:00.000000000,0 days 00:00:00.000000000
5184,2014-02-07 00:00:00.000000000,2014-02-07 00:00:00.000000000,2014-02-07 00:00:00.000000000,2013-07-11 00:00:00.000000000,2013-08-13 00:00:00.000000000,2013-08-13 00:00:00.000000000,2013-01-14 00:00:00.000000000,178 days 00:00:00.000000000,178 days 00:00:00.000000000,0 days 00:00:00.000000000
5185,2010-01-15 00:00:00.000000000,2010-01-15 00:00:00.000000000,2010-01-15 00:00:00.000000000,2009-08-21 00:00:00.000000000,2009-11-02 00:00:00.000000000,2009-11-02 00:00:00.000000000,2009-06-08 00:00:00.000000000,74 days 00:00:00.000000000,74 days 00:00:00.000000000,0 days 00:00:00.000000000
5186,2015-06-02 00:00:00.000000000,2015-06-02 00:00:00.000000000,2015-06-02 00:00:00.000000000,2014-09-11 00:00:00.000000000,2015-06-02 00:00:00.000000000,2015-06-02 00:00:00.000000000,2014-09-11 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000,0 days 00:00:00.000000000
5187,2015-02-19 00:00:00.000000000,2015-02-19 00:00:00.000000000,2015-02-19 00:00:00.000000000,2014-04-30 00:00:00.000000000,2014-05-08 00:00:00.000000000,2014-05-08 00:00:00.000000000,2013-07-17 00:00:00.000000000,287 days 00:00:00.000000000,287 days 00:00:00.000000000,0 days 00:00:00.000000000
5188,2010-03-18 00:00:00.000000000,2010-03-18 00:00:00.000000000,2010-03-18 00:00:00.000000000,2009-12-16 00:00:00.000000000,2009-12-22 00:00:00.000000000,2009-12-22 00:00:00.000000000,2009-09-21 00:00:00.000000000,86 days 00:00:00.000000000,86 days 00:00:00.000000000,0 days 00:00:00.000000000
5189,2015-07-21 00:00:00.000000000,2015-07-21 00:00:00.000000000,2015-07-22 00:00:00.000000000,2014-12-17 00:00:00.000000000,2015-03-13 00:00:00.000000000,2015-03-13 00:00:00.000000000,2014-08-09 00:00:00.000000000,130 days 00:00:00.000000000,130 days 00:00:00.000000000,0 days 00:00:00.000000000
5190,2013-08-07 00:00:00.000000000,2013-08-07 00:00:00.000000000,2013-08-07 00:00:00.000000000,2013-01-30 00:00:00.000000000,2013-03-11 00:00:00.000000000,2013-03-11 00:00:00.000000000,2012-09-03 00:00:00.000000000,149 days 00:00:00.000000000,149 days 00:00:00.000000000,0 days 00:00:00.000000000
5191,2013-06-25 00:00:00.000000000,2013-06-25 00:00:00.000000000,2013-06-25 00:00:00.000000000,2013-03-14 00:00:00.000000000,2013-04-11 00:00:00.000000000,2013-04-11 00:00:00.000000000,2012-12-29 00:00:00.000000000,75 days 00:00:00.000000000,75 days 00:00:00.000000000,0 days 00:00:00.000000000
5192,2010-11-30 00:00:00.000000000,2010-11-30 00:00:00.000000000,2010-11-30 00:00:00.000000000,2010-09-14 00:00:00.000000000,2010-09-17 00:00:00.000000000,2010-09-17 00:00:00.000000000,2010-07-02 00:00:00.000000000,74 days 00:00:00.000000000,74 days 00:00:00.000000000,0 days 00:00:00.000000000
5193,2012-05-16 00:00:00.000000000,2012-05-16 00:00:00.000000000,2012-05-16 00:00:00.000000000,2011-12-15 00:00:00.000000000,2012-01-16 00:00:00.000000000,2012-01-16 00:00:00.000000000,2011-08-16 00:00:00.000000000,121 days 00:00:00.000000000,121 days 00:00:00.000000000,0 days 00:00:00.000000000
5194,2011-11-23 00:00:00.000000000,2011-11-23 00:00:00.000000000,2011-11-23 00:00:00.000000000,2011-06-27 00:00:00.000000000,2011-07-08 00:00:00.000000000,2011-07-08 00:00:00.000000000,2011-02-09 00:00:00.000000000,138 days 00:00:00.000000000,138 days 00:00:00.000000000,0 days 00:00:00.000000000
5195,2011-01-06 00:00:00.000000000,2011-01-06 00:00:00.000000000,2011-01-06 00:00:00.000000000,2010-08-31 00:00:00.000000000,2010-09-24 00:00:00.000000000,2010-09-24 00:00:00.000000000,2010-05-19 00:00:00.000000000,104 days 00:00:00.000000000,104 days 00:00:00.000000000,0 days 00:00:00.000000000
5196,2013-11-07 00:00:00.000000000,2013-11-11 00:00:00.000000000,2013-11-17 00:00:00.000000000,2013-06-10 00:00:00.000000000,2013-07-10 00:00:00.000000000,2013-07-10 00:00:00.000000000,2013-02-10 00:00:00.000000000,120 days 00:00:00.000000000,124 days 00:00:00.000000000,4 days 00:00:00.000000000
5197,2015-07-24 00:00:00.000000000,2015-07-24 00:00:00.000000000,2015-07-24 00:00:00.000000000,2014-09-11 00:00:00.000000000,2014-10-09 00:00:00.000000000,2014-10-09 00:00:00.000000000,2013-11-27 00:00:00.000000000,288 days 00:00:00.000000000,288 days 00:00:00.000000000,0 days 00:00:00.000000000
5198,2011-04-05 00:00:00.000000000,2011-04-05 00:00:00.000000000,2011-04-05 00:00:00.000000000,2010-08-31 00:00:00.000000000,2010-09-21 00:00:00.000000000,2010-09-21 00:00:00.000000000,2010-02-16 00:00:00.000000000,196 days 00:00:00.000000000,196 days 00:00:00.000000000,0 days 00:00:00.000000000
